ext_gene,HC_29_1,HC_29_2,HC_29_3,HC_TrpA1_21_1,HC_TrpA1_21_2,HC_TrpA1_21_3,HC_TrpA1_29_1,HC_TrpA1_29_2,HC_TrpA1_29_3,MechSD12hr_1,MechSD12hr_2,MechSD12hr_3,MechSD3hr_1,MechSD3hr_2,MechSD3hr_3,MechSD6hr_1,MechSD6hr_2,MechSD6hr_3,R21H11_29_1,R21H11_29_2,R21H11_29_3,R21H11_TrpA1_21_1,R21H11_TrpA1_21_2,R21H11_TrpA1_21_3,R21H11_TrpA1_29_1,R21H11_TrpA1_29_2,R21H11_TrpA1_29_3,R60F09_29_1,R60F09_29_2,R60F09_29_3,R60F09_TrpA1_21_1,R60F09_TrpA1_21_2,R60F09_TrpA1_21_3,R60F09_TrpA1_29_1,R60F09_TrpA1_29_2,R60F09_TrpA1_29_3,R65H02_29_1,R65H02_29_2,R65H02_29_3,R65H02_TrpA1_21_1,R65H02_TrpA1_21_2,R65H02_TrpA1_21_3,R65H02_TrpA1_29_1,R65H02_TrpA1_29_2,R65H02_TrpA1_29_3,R85C10_29_1,R85C10_29_2,R85C10_29_3,R85C10_TrpA1_21_1,R85C10_TrpA1_21_2,R85C10_TrpA1_21_3,R85C10_TrpA1_29_1,R85C10_TrpA1_29_2,R85C10_TrpA1_29_3,ZT_0_1,ZT_0_2,ZT_0_3,ZT_12_1,ZT_12_2,ZT_12_3,ZT_16_1,ZT_16_2,ZT_16_3,ZT_20_1,ZT_20_2,ZT_20_3,ZT_4_1,ZT_4_2,ZT_4_3,ZT_8_1,ZT_8_2,ZT_8_3
Abl,91.3768191,112.7266829,110.4725047,64.2600978,86.48115843,40.9335627,99.931028,114.222837,111.4242536,78.6220277,54.18074452,82.52104658,67.29663344,71.68920667,68.06038284,43.598012,40.73496014,39.06355693,116.27703,119.3604612,111.1037466,72.01694092,66.1359992,50.86723847,51.9785974,28.41564,53.38778541,97.99639783,94.2760953,114.498199,30.6149755,37.55784236,71.01175639,110.007706,96.0490729,104.57267,117.704328,117.035098,108.233145,70.8682417,79.40172069,53.1328777,60.6459331,48.0568914,47.464452,78.70197,105.6484189,108.5821108,99.9833018,95.3774012,106.6711485,72.945698,79.45639113,81.627692,104.3058948,89.78275898,103.9806671,107.2551553,104.5206568,89.55811354,98.73717153,86.96439561,105.3997059,62.3464746,72.0477341,49.4543268,95.3364125,100.6674276,96.82900806,102.9059813,85.9039955,106.4009521
abo,8.3529,7.1193,8.14149,5.35119,6.57173,6.57081,6.99034,8.51124,5.90239,8.42613,5.52888,7.79702,10.0518,8.39923,6.43441,6.92596,6.2657,7.51703,8.08829,8.78277,7.89499,9.2566,5.73283,5.93754,10.0226,5.73379,7.44545,10.2357,5.10795,8.20681,5.4834,6.6818,8.82453,5.83201,8.88774,8.69765,7.12504,9.7051,9.5953,8.2124,11.2007,6.44924,7.01846,8.56109,6.47814,5.4503,7.25085,10.1071,6.20639,7.05129,4.83997,7.63968,9.42609,9.35273,11.4034,6.35734,6.99243,7.91618,6.71837,7.91193,8.02304,10.627,6.2547,5.52111,7.61785,7.95142,9.07454,6.30679,8.03158,9.93855,10.415,8.58386
Abp1,46.8532,50.3524,55.6825,62.7564,72.9501,56.0911,86.9745,76.2367,88.6529,47.4494,31.8981,47.0929,45.6972,35.5675,38.9167,34.0078,31.4063,31.3032,56.809,43.379,53.7344,68.0854,65.9539,52.5234,59.8963,43.5326,64.2438,53.864,56.5222,56.1478,40.8699,50.0134,63.3597,90.7618,86.7372,82.1168,56.2852,60.6573,56.9562,64.0162,66.664,66.1215,66.7868,57.7965,57.4951,48.8597,56.4224,56.7603,72.0754,76.4806,76.3041,74.4144,75.9345,75.3251,54.2311,52.5102,52.3073,57.7859,47.1371,48.6151,52.8551,51.2064,51.2855,33.455,43.0865,33.1149,45.8307,54.0159,46.3491,47.952,45.9998,48.6265
abs,46.0171,45.1359,45.6901,27.0266,31.5707,21.3239,37.4864,47.0661,46.1302,29.0846,24.487,30.9918,27.6284,30.9734,27.0857,21.0265,16.1945,14.4524,40.6542,48.2075,41.8433,32.1788,26.3947,20.4899,29.3945,12.2322,18.0288,40.4723,44.6776,41.5844,12.2247,22.5729,28.3811,37.4443,37.3126,39.7309,42.8805,46.9387,44.6435,31.2817,32.4801,23.0978,27.9907,20.2851,20.3209,35.1983,40.7742,45.9814,33.0617,30.8466,33.5459,30.05,35.9156,36.7738,41.6943,32.9801,41.4491,34.7411,37.2848,35.3645,38.105,34.3213,38.8241,24.1245,29.2986,21.7609,41.305,33.7525,38.4814,35.9605,33.588,31.8856
ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac13E,21.54597,21.03739,25.20458,15.55746,16.32641,11.62081,19.97326,22.01714,20.73678,13.91901,13.01022,16.19463,14.70353,13.72485,12.72713,10.27699,8.62591,8.40738,22.8619,23.46313,23.75607,16.34545,14.83313,11.10836,12.7295,6.17375,13.20203,22.2312,19.84886,22.87197,7.250623,9.19207,15.48759,20.56507,19.15623,19.76935,23.89657,24.20844,23.44563,17.01778,15.53238,12.14721,12.08499,11.14999,10.45128,15.91486,18.16272,20.84004,17.17094,16.95639,20.13502,14.61165,16.88777,16.13744,20.69269,19.23088,19.0891,18.16815,19.19859,16.50663,19.00936,15.77459,16.85292,11.92507,14.95042,10.7566,18.49888,18.46587,17.49707,19.40456,16.64539,17.68820001
Ac3,165.95737,161.9847,169.6104,115.13842,131.03608,87.63647,125.29166,141.56547,148.62931,122.99921,112.50179,132.56757,117.08769,116.4676,109.33518,91.988691,90.96795,98.95644,168.64346,184.72263,162.56023,131.77017,130.51716,91.47593,96.32024,51.521863,93.34329,160.16715,149.61483,147.48705,65.84327,75.89983,117.25288,140.81664,141.47604,131.50405,153.44115,150.91368,160.431,111.92509,132.82997,103.14543,93.4819,79.70373,83.1804,159.40054,188.95132,171.62152,184.14422,175.17515,187.5392,133.0977,173.5504,155.67028,159.97878,151.80632,154.56321,154.69935,149.42711,126.55602,150.99195,137.07563,140.02062,123.70495,123.75092,100.33006,141.66225,146.92606,147.98439,162.25511,157.8092,131.44133
Ac76E,78.9029,79.8165,75.9512,54.918,65.9596,40.58585,69.4581,70.4035,74.3996,61.8626,48.77412,56.3869,56.8907,56.28622,60.0469,48.4817,42.4547,42.0111,84.5887,84.3936,88.6983,69.9886,66.1387,50.6069,54.4578,26.63227,50.8177,81.6794,67.935,77.697,30.4495,42.8987,61.7211,73.1133,76.9414,76.7584,79.353,74.8586,81.4637,54.6599,64.7492,56.7002,53.45415,50.2365,50.0693,57.37214,73.0733,72.3933,74.3007,67.391,81.3375,55.6734,65.541,64.0522,74.6211,72.0504,82.863,76.1186,72.6326,64.7884,69.4003,66.15847,68.9241,52.2448,54.8916,46.7675,70.9117,75.0261,75.86,75.1254,68.3458,73.2961
Ac78C,18.990376,21.60948,19.58656,11.564364,11.68027,7.97123,18.69276,18.88061,22.05982,13.47761,11.726925,13.46979,13.11515,12.816203,13.637688,11.193102,10.454733,8.96785,20.55377,17.52257,20.65311,13.969881,10.92012,9.083588,12.289325,7.731615,13.72302,20.75208,18.22578,17.800031,6.699784,9.012596,10.67742,22.014368,19.68166,25.324256,19.89276,17.94106,21.17902,10.85882,14.725155,9.90146,17.24227,14.01316,14.6069,13.94519,15.42953,20.37497,13.37851,15.09966,18.43386,15.11973,15.607067,18.9161,16.554824,18.82544,19.23226,15.77483,15.837735,16.899038,17.69095,14.51744,15.19557,12.415181,14.097955,10.1743,15.249211,17.9728,17.9099,15.87331,16.510165,17.64355
Acam,0,0.163849,0.260045,0.291917,0.309799,0.0921078,0,0.36046,0.351232,0.441185,0,0.116378,2.14603,0.0852408,0,0.21536,0,0,0,0,0.301586,0.0850828,0.0955563,0.888671,0,0,0,0,0,0.807261,0,0,0.44211,0,0,0,0,0,0.182945,0,0.522181,0,0,0.413208,0.0904609,0.152894,0,0,0,0,0,0,0,0,0.377144,0,0.464934,0,0.0883588,0.512191,0.55476,0.106643,0.633573,0,0.296098,0.425111,0.406018,0.237869,0,0.492928,0,0
ACC,58.1323037,60.78671,59.820227,45.64007932,42.96951003,28.62004018,47.73570003,56.39484,59.65131,40.044195,33.6169851,50.5033,41.46703,58.040364,45.43816018,30.90883119,30.16855134,27.87640588,53.123293,62.91486,62.35382,44.52322037,38.89173,36.99629011,38.384456,18.33495933,31.19342021,55.24088033,53.65654,58.14841,21.20410566,31.34946334,43.00589,53.68966,61.38865,54.53445,53.46809,54.85435,53.69132,48.591117,45.93156,41.73733548,37.79052226,43.71132,39.47166521,54.28964001,60.26657,58.20963,55.090367,55.78202,59.58313,38.277858,48.23179,50.03648024,51.14569,52.23454,59.48338,51.31632116,63.47761,64.49978,48.864619,50.38041,54.55651,35.44122,46.64875087,35.55952,56.40521,74.27338002,66.81492,53.007917,63.23555,60.50519
AcCoAS,427.128,402.21084,404.777,373.3492,405.655,290.9229685,372.442,426.135,407.929,370.222,315.6999,371.195,365.419,362.209,358.66,262.65567,266.6768003,254.6372,448.655,464.207,432.775,384.545,404.294,320.482,325.79812,193.3438001,294.5333,392.811,364.062,367.573,226.4552,284.9380246,358.246,395.573,451.28,389.119,419.946,380.629,374.64857,373.799,393.65,389.915,327.93,324.48101,300.15,414.091,490.67495,423.704,521.51957,489.185,530.70941,365.627,416.49106,385.914,410.8814,414.561,419.455,437.314,433.752,388.605,404.68644,375.911,394.212,324.238,376.20493,305.612,450.751,442.70793,438.56199,443.73,430.918,427.734
Ace,353.3587,388.7603,368.3455,181.34885,209.40694,114.70872,297.5765,346.5249,333.0524,225.56426,180.14655,239.04474,204.07771,203.6874,197.59659,157.02289,143.56436,145.73412,382.1626,393.0146,357.7668,186.2651,171.75688,136.36692,178.40215,89.185874,178.46743,346.9256,346.0049,348.5674,85.625573,104.5877,183.54868,345.3268,274.0716,305.5225,383.8869,387.8318,379.9319,177.49837,192.28397,148.97745,182.29277,158.73725,148.24096,255.73192,331.7622,350.361,257.71819,237.52107,254.6933,245.53814,310.34808,303.03917,308.0266,275.911,303.4005,263.5857,245.1991,225.9526,266.2959,241.0097,261.4545,202.8005,216.5015,170.5556,244.887,262.4296,261.981,277.71072,249.9641,250.0203
Acer,27.7619,27.6683,24.91448,19.3828,18.40652,16.7862,23.57504607,23.95965,23.30344,17.52746,20.7035,22.60367,20.3752,19.9121,17.8149,16.9762,17.9881,16.4837,23.13704,25.2086,27.57902,19.9254,18.833,15.781,19.9746,14.4935,21.4120484,26.01257,23.8512,23.37348,15.4173,16.05009,19.19540111,25.14944,22.48084336,30.5873,24.7879,26.72600502,22.76929,21.790022,19.42321,14.92110008,17.54741,16.7404,17.26608,24.08987,23.276548,23.71381,21.8953,17.84313,19.7975,23.781502,22.9531,20.9342,25.48486,22.17236,23.70707,23.33764,24.42774,23.68904,27.75853,25.58445,25.3458,17.8264,22.4362,20.5948,22.70257,27.27209,31.18084,23.7902,25.64674,24.8298
Acf,33.5925,35.1406,32.2526,17.5604,22.8473,13.5082,29.5456,32.7513,33.6752,12.5133,8.37478,14.391,11.8243,14.9117,10.4956,5.14227,6.48492,4.60175,27.317,22.0055,24.9802,12.3353,11.595,9.09486,10.2029,3.37141,11.083,25.4448,23.8259,23.907,4.64176,4.92028,9.92485,23.5714,18.0266,19.0412,36.419,34.309,38.1162,20.4766,21.9516,15.1712,19.7764,13.2238,15.2246,28.2608,29.3625,33.426,27.6056,22.479,27.1078,21.7441,27.9311,29.412,18.8766,15.2142,20.2805,15.765,17.0662,13.4042,16.5323,16.3077,18.1043,12.7902,13.261,8.98409,16.6674,16.3857,15.1254,18.7809,15.6309,13.9303
achi,19.39956,18.9973,18.90584,12.79773,14.17074,12.11504,20.535039,23.0093,21.319758,20.01705002,15.66174,22.1576,19.88389441,18.6187,20.77463,18.954887,19.44966,13.92539,23.5846899,21.34699,21.45302214,15.16744,16.934248,10.85846,16.7888222,12.71892,11.926457,18.09644,21.23476,21.56583,8.067944,12.548027,13.45021,16.66862,22.3507,19.16825,26.93619,20.8097702,19.54094,15.7512,14.65835,15.79030002,18.03708496,18.221911,17.26841,21.34859,18.71203,24.63746,14.60135,18.17343045,20.42873,20.97952,23.656638,20.020579,18.318892,25.09989,19.73249,22.19908,21.01209478,19.470935,23.581149,21.167391,19.4143132,20.73867798,19.76902,17.258296,21.1580602,20.028245,24.06436,22.84475,22.5723401,24.76066
acj6,39.27010271,57.30676,48.46511,38.818646,44.4732965,24.61421,52.447962,53.91423832,53.5662,41.52905,37.9890364,47.15493674,37.489092,33.68372,35.31467,30.018303,27.29215,23.699576,54.5696,56.81614,51.76441,36.30842,32.89562,30.11877,24.66803,12.69521,30.815213,44.97183,42.89861,53.30177,17.397089,20.51637,33.28682,57.10759,46.60664,46.34469025,59.463151,50.59861,51.29477,37.39857136,42.38181,25.5307071,27.74917137,23.19324,21.95776001,35.311378,63.80568,41.11371,46.84198,49.75877806,49.07836,36.77278,50.534369,38.754476,58.447989,55.50632,56.373215,54.88173,53.759113,52.95851,54.726417,51.49959,58.32629163,32.80219,39.02558,28.295489,48.011962,47.49544402,49.146881,59.339304,51.326458,50.60566
Ack,60.9844,63.8586,69.128,41.7789,46.5319,32.0362,63.3057,65.288,66.7192,47.2785,38.4695,49.2262,45.3156,44.2447,38.1134,36.2223,34.8707,29.0831,66.3871,59.6889,64.3483,45.5541,45.3001,33.562,46.429,26.1354,40.1733,64.8701,60.8271,68.4741,23.31,35.171,40.5658,72.7701,57.657,65.8389,72.0229,73.8767,68.354,47.4717,51.9247,39.5127,44.8999,40.2751,39.8551,49.7413,55.4606,69.8889,46.6729,45.1844,53.2892,56.3023,53.6839,57.6356,54.7283,51.955,55.2129,54.3187,55.0528,50.0582,54.3941,49.7203,53.104,41.3299,46.4981,33.6798,52.1363,53.0925,51.2968,52.7295,49.9712,54.9864
Ack-like,61.98757001,68.06351,68.47423,38.81455004,45.40475,26.58249,55.50108,59.65759,58.36722,39.74705,33.995382,47.59594,41.05841,39.65675,36.10189,32.163365,28.748713,27.5918,65.44082,64.16934,67.529899,40.22864,42.32256025,28.403971,32.92686052,16.814313,33.86712036,61.757744,58.12991,60.12034,19.67185,25.44995,39.891305,55.06907,58.16782023,50.25614,66.97792,60.63938,59.30182,37.605,44.51416065,33.48893,34.65377,29.28981,30.07263,54.06132,56.71755,64.24717,55.30142047,53.88434,56.36199,45.63085,54.59102,53.13176,53.3912,48.42088,53.91313,54.20202,49.1858,42.23618,54.85609,45.218661,51.50413,38.20469,41.54046,29.60021,45.89005,49.79835,50.641208,55.09275,51.20058,52.209218
Acn,360.7764,376.932,362.0944,321.5627,368.7459,224.5169,382.5932,407.863,405.3369,297.1373,246.3800011,283.8311647,266.9329517,248.655675,269.6695,208.0751,206.0598,199.9346,395.4121,367.1465,392.1255,319.2635,287.6632,224.9053578,229.9585,118.1306,250.848,342.0652,314.38516,396.929,150.8497021,196.19993,277.3917,421.445,371.6437,384.2114,386.2872,381.529,405.3288,320.6859,357.7599,264.4961,238.00978,212.2978,206.1715,330.6569,378.9547736,366.1163,402.9423,376.433,404.96,343.1375,369.734,336.911862,377.091,349.2572,356.0377,384.4441,357.4422,331.7206,378.853,347.6693,357.0447,265.9093,267.8595,215.637,347.1051,326.4355,329.8007,383.0688,336.1983,367.541
Acon,500.3637,442.0121,443.1513,388.94684,429.27796,304.9772212,422.7401,476.7133,427.966,382.038,280.712277,372.96692,386.4835,346.5415,369.3734,267.98734,255.5261884,260.54292,460.4331,489.0724,456.5128,425.4992,387.62943,299.998354,331.11736,210.64662,313.03583,479.13918,423.8668,485.664,225.7399004,297.98686,378.1227,477.3062,430.0192,457.5357,446.0826,436.6428,460.62172,357.93596,424.6898,356.40882,333.0004,309.1126209,310.25241,466.6394,505.4348047,465.2701,488.511,465.441657,507.660159,399.708223,447.2935,447.178378,448.9304,439.3371,467.4811,455.0526,421.5852,388.3005,464.5219,401.8769,436.2494,332.00359,380.8463,335.1277793,428.1015,453.7289,426.9082,430.27968,434.26314,435.2267
Acox57D-d,1.2993,1.13616,0.901524,0.87783,0.81373,0.363349,0.45836,0.678838,0.279745,0.541834,0.377058,0.681266,0.590726,1.49561,1.53581,1.0472,0.49401,0,0.522377,1.15568,1.64139,1.52039,0.472522,0.725031,0.740542,1.13541,0.443608,0.5199,0.905563,0.466255,0.989725,0.985931,0.906095,0.430508,0.773473,0.646203,0.649784,0.590293,1.08889,0.619568,1.36518,0.555558,0.754222,0.781015,0.717543,1.80789,1.22354,0.75804,0.645447,0.695906,1.8603,0.640696,0.723491,1.33021,0.905911,1.63621,1.60877,0.64892,1.21109,0.648752,1.37638,1.79512,1.06347,0.695436,1.44632,1.85073,1.24524,0.926731,1.03173,0.774886,1.22697,1.63861
Acox57D-p,2.75122,3.7645,3.89619,3.540823,3.17989,2.106919,1.479174,2.640449,1.7867,1.42081,1.42234,2.97737,1.687897,4.44139,2.96835,2.640427,1.992857,1.5055,3.292345,2.978282,4.29144,3.918084,1.429519,1.94982,3.50975,0.907406,2.013082,2.49036,3.65155,3.44781,3.29346,3.14845,2.65813,2.2792,3.986821,4.37536,1.79353,2.232205,2.56209,2.58831,2.75336,1.867432,3.726992,3.9379,1.808946,2.43092,4.936549,3.567312,3.1405,4.837770135,3.46413,1.53625,3.87196,2.795095,2.01012,2.54767,3.001777,2.898222,2.78575,3.46955,2.6771,3.40526,2.47105,2.003789,3.5008,3.388,2.930584,3.15448,3.38191,2.60509,3.3318,4.115921533
Acp1,0,0,0.408139,0,0,0,0,0,0,0.355138,0,0.371535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596995,0,0,0,0,0,0.261509,0,0,0,0,0.342957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575509,0,0,0,0,1.12397,0.266093,0,0.333496,0.742005,0,0,0,0,0,0.235105,0,1.05173,0,0,1.06315,0
Acp24A4,0,0,0,0,0,0,0,0,0,0,0.60258,0,0,0,0,0,0,0,0,0,0.693112,0,0,0,0,0,0,0,1.45627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87715,0,0,0,0,0,1.24961,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp26Aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp26Ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp29AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347282,0,0,0,0,0,0.304935,0,0,0,0,0,0,0,0,0,0,0,0.287242,0.660208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp32CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513735754,0,0,0,0,0.340569245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23338146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270594442,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp33A,0,0,1.70006,0,0,0,0,0,1.2611,0,0,0,0,0,0,0,0,0,0,1.72367,1.98186,0,0,0,0,0,0,0,0,2.00524,0,0,0,0,1.18574,0,0,0,2.49913,2.44067,0,0,2.23424,0,0,0,2.07271,0,0,0,0,0,0,0,0,0,1.24711,0,0,0,0,0,0,0,0,0,1.10933,0,0,0,0,0
Acp36DE,0.201945,0,0.199646,0.433132,0.314968,0,0.354775,0.150281,0.21661,0,0.0972021,0.0877162,0,0,0.198519,0.0808424,0.0763925,0,0.303631,0.199008,0.231263,0.196504,0.0732243,0.124661,0.0574383,0.146741,0.17182,0,0.08778,0.48249,0,0,0.191467,0.166835,0.133018,0,0.167888,0,0.28142,0,0,0,0.0583774,0.242219,0,0,0,0.097913,0.298511,0.107306,0.641787,0,0.0927579,0.171029,0,0.199643,0.12415,0.286772,0,0,0.0759627,0.245518,0.27461,0,0,0,0.0533459,0,0,0.199382,0.145605,0.0746858
Acp53C14a,0.520691,0,0.957395,0,0,0,0,0,0,0.472696,0,0,0,0,0,0,0,0,0,1.93154,1.1177,0,0,0,0,0,0,0,0,0,0,0.68759,0,0,0,0,0,0,0,0.726958,0,0.698314,0.591506,0,0,0,0,0,0,1.24505,0,0,1.11499,0,0,0,0,0,0,0,0.427045,0,0,0,0.785271,0,0.59502,0,0.716417,0.705812,0,0.730154
Acp53C14b,0,1.13014,0.897132,1.11316,0.735795,0.662095,3.03067,2.04916,1.98921,0.828534,0,0,0,0.643248,0.890365,0.814524,3.7206,2.51751,2.75886,0,2.09185,0.592331,0.677956,1.79358,1.55005,0,0.795211,0,0,0,0,1.1833,0,0,1.23859,0,1.51659,2.04663,3.81248,0.61334,1.38951,1.3042,0.551014,1.09533,0,1.09276,2.17745,0.88726,0,1.08158,1.14891,0,4.95538,0,1.39857,1.95966,0,1.37081,0,0,0,0.745554,2.51072,0,2.19496,0.591773,1.10617,2.64256,1.33339,0,1.47351,0
Acp53C14c,4.29132,2.1775,2.22915,2.29536,0,0.53932,1.08284,1.31317,1.0938,0,1.77549,1.64134,1.37114,1.23259,2.57053,2.34426,0.714009,2.41492,0.885081,0,0,0.486321,0,0.485997,1.69771,0.639835,1.52806,0.884961,1.29075,0,1.98143,1.70442,2.25167,1.86815,1.78942,1.61155,1.45942,1.69155,1.04634,0,1.33636,1.60559,2.64488,0.52664,3.03779,1.05098,2.65969,0.855049,4.14437,0,1.10353,2.14504,6.44542,6.31421,0,1.83981,2.04188,0,1.05509,1.11831,1.42881,0,0,0,0.702663,0,0,1.69261,1.6277,0,1.41887,0
Acp53Ea,0,1.25161,3.97969,4.32953,0.819651,0.742105,0,2.27519,1.4696,0.926677,5.14063,0.94832,0,1.44488,0,0.912501,0,1.4108,2.04042,1.00156,2.31925,0.659044,0.758067,0.670769,0.576191,0,1.77105,1.01927,0.860652,2.34541,0.763846,0,0,0,2.06445,0,1.68233,1.13512,1.41368,0,0.775562,0,0.614819,0.610258,2.11274,1.21625,1.21358,1.97227,1.13207,2.40808,0,0,2.21092,0.962065,1.55761,0.706423,0.703067,0,0,0.759827,0,0.829913,0.929301,0,0.818712,1.33871,0.620583,1.96278,1.4921,0.734114,0,1.51698
Acp54A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95313,0,0,0,3.36697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp62F,0,0,0,0,0,0,0,0,0,0.88859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661974,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785271,0,0,0,0,0,0.790572,0
Acp63F,0,0,0,0,1.63674,0,1.41484,0,1.43804,3.89041,2.03767,1.23825,1.59951,1.92878,0,3.85416,1.80801,0,0,2.58971,2.26104,1.7272,0,4.43244,4.81505,1.59442,1.83451,0,5.02531,0,0,4.20826,2.62148,2.16526,0,0.931763,1.09047,0,0,2.82996,1.62266,1.90121,0.811531,0,2.934381,0,0,0,1.46148,0,3.39415,5.07065,8.63129,1.26306,2.97505,1.34704,1.42554,3.12146,4.71549,0,1.6931,3.35451,0,4.2818,2.16415,4.52153,0.819341,1.27611,0,2.84438,3.19471,0.984302
Acp65Aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37182,0.477346,0,0,0,0,0,0.421706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp76A,0,0,0,0,0,0,0,0,0,0.2283711,0,0,0.20534577,0,0,0.22125732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19160556,0.22437835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17026064,0,0,0,0,0,0,0,0,0.14760932,0,0,0,0,0,0
Acp95EF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09172,0,0,0,0,0,0,0,4.89426,0,0,0,0,0,0,4.16333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acp98AB,0,0,0,0,0,0,0,10.2704,0,0,0,0,0,0,0,0,0,0,0,6.6354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2633,0,0,0,0,0,0,0,0,0,6.03808,4.48546,0,0,0
Acph-1,24.2891,22.3732,25.0364,15.93494,18.8331,16.8152,20.2193,20.599378,21.7701,17.0276,14.5373,19.9848,19.1597,18.5535,17.3322,16.3284,20.1775,20.9568,24.6202,20.7302,30.2433,22.7801,19.9356,17.9635,24.765,13.1494,18.9545,23.1328,23.0628,17.0113,16.1954,16.3651,21.3568,22.1911,20.7825,18.7119,21.4347,22.9437,20.7347,17.7154,24.3617,21.1608,17.8806,16.86245,18.4896,22.0301,23.0212,22.52793,21.3865,19.1022,23.0459,22.2571,26.4411,22.2857,20.1379,19.56583,20.7319,20.0226,18.0764,19.2484,22.86806,23.8879,20.1953,17.4593,19.3586,18.6101,18.6594,22.7221,18.5,25.7478,21.6555,18.061
Acsl,177.95896,152.75095,148.76561,144.4867605,156.826788,107.03495,104.465147,134.6654059,119.83094,139.7105303,127.1808057,153.5932195,139.051,150.5842965,136.39163,109.967958,111.818598,116.48012,152.4344617,192.7818497,163.81339,157.466963,149.8403939,123.915061,123.7471014,63.88627873,91.453604,154.745,139.337159,139.6096311,105.2949192,120.541955,159.39547,124.17825,152.3628893,139.005692,142.414134,133.6563458,123.413755,132.4722182,166.95203,160.5507802,97.07401,93.287984,85.892184,165.78346,226.171466,156.52902,194.46662,190.07683,205.6106,120.15607,155.48736,138.9378828,167.30885,166.33941,171.883855,162.9628557,174.4593,164.14917,168.6299979,169.14928,169.01981,145.17888,153.812702,136.200385,167.426671,197.5673121,181.4278,169.31793,179.7715207,159.222321
Act42A,54.6794,48.2709,53.3649,38.3399,42.3968,35.2141,61.1824,55.481,59.8933,44.4251,41.0078,49.0075,49.4549,36.964,42.448,39.0134,37.842,40.9394,50.1645,48.9661,53.8812,46.0513,39.1849,31.5127,43.2419,37.6689,52.577,54.6642,50.6125,56.1743,30.2333,35.3812,37.9645,67.2872,56.1312,60.2807,63.63,64.0845,54.4635,31.6373,42.4011,36.0824,49.573,46.5406,46.3388,58.8616,45.9199,60.3899,48.428,55.2374,50.8464,60.0522,60.2669,58.3192,47.6421,46.1518,51.7785,53.5037,47.8261,53.8701,52.9875,50.1647,52.4313,40.1269,34.1713,39.0055,50.2503,56.4376,52.9639,53.6377,54.4811,45.9524
